filepath,class_name,display_name,label,extension,format,width,height,mode,sha256,perceptual_hash,is_valid,issue
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/02282fee-ba3f-460e-91e0-630204ab96c2___RS_LB 5031.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,4a556230ec7859bcdff7094cd623d090ec1dc2309e3377222cab53add2c6ffdc,abf2b4cd920fc8b0,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/025f3c76-6d6c-4dad-ba22-e3e72d084ef1___RS_LB 3105.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,9de16cb460bd20f159f8c416b135deac383e1b37b19444bcfc4b108fba56b3e7,aaeab4a5c987849d,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/02c8ff21-4e0a-4326-ba8f-089e5cb45b74___RS_LB 4089.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,96d96794f228c51c6a24c9c3806a13a6cb92e52dac8f48d6d938afd55f3004c6,f84ac76cc966cc32,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/030e8945-d3ce-4ad3-8a91-a14c18285249___RS_LB 2532.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,2e0aa2bdd60685eba85ea28378b5c9d530034e172a7f72ebb3219ea1d76cdd59,fd2b86d490cac9c9,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/031672c9-bf0a-46bf-8b52-d7cdc067612e___RS_LB 5019.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,b31e8ac22f99f2817aa1b035bc49d3376a27970a9136fd6185aa17d3578b77fd,ad68d226d927cd13,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/031c39d3-9a91-4e81-85ac-b36512133b0a___RS_LB 5220.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,1006f5d3d510897189d3ae8b065a2022cb29a1f45e8e059940cc61bca3e15c4e,eb48d50dda3cc932,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/034a54f1-e3e9-4524-a318-9d253d9f1394___RS_LB 2893.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,3ee989b6746cf168780db81e271ca81de268d09b39186072461fb50d1cb64944,df2ba0548ac18ecf,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0396e413-e165-427a-ba72-04cbae7b8ab0___RS_LB 4751.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,08f942bf88594694d272c253c68ff57a1e456e27ae2b4906dd15661d7e199ec1,eec8e087851f95b8,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/03bab48b-962b-4c08-bc98-da95237d20ac___RS_LB 3190.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,48c55515813bad1f31260cd8bc0dd9e6e5f8816267496c0dc27e618358d7d275,aae3bd8cd01fc330,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0441138d-5f9f-4ede-ab9a-49edabc605b3___RS_LB 4235.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,46888335fbd6b9b352f4ad835bc4044faa35accbdb85a388e65be293b0106b8b,afeef400c316cb98,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0450570b-44d1-4290-956d-5d970164a2e2___RS_LB 5160.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,a241e5f0d3200b0dec151908eaed1a9017a47f37f3e5f01db47d82e6210fd862,ab95945aa95ce1a5,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/04b964fd-7033-4cdf-88ef-b1acbcd8183a___RS_LB 2783.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,6532a7024cf18e5f8fc8b1914d3fc43c2fd0b900fe534c5d0fec03ca00bf96f9,faa9c1058f7a9c68,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/04bbcc55-93d3-4a19-9137-8de036a8a4db___RS_LB 2647.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,2cab43eb27b73bfa9999ec57b481c1bea5de59715634b22ac04c2fde55f84c30,ea3f91d8c2c3c869,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/04ce7b2d-5e41-43c6-9e11-e1bc4f5e4cca___RS_LB 3224.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,9e4e9ec30e88b3acc2cb8cc5619e3642699539890c41300c4564bfbcadcccd75,eac4b1cec72a9a31,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/04fe5855-ec9c-40b3-9893-ca8addc236bd___RS_LB 4913.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,5fc81067c41366b58e55074608f74c89d417b76d452ecfb5e8ca99e0130d26f5,e84f853cdc609bb2,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/050b6d37-4056-4c6c-8359-d7823a488531___RS_LB 3944.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,48eba3fcbafbdbb4701f21e3ca2dfdf543e0561da03ad433f16d23ecd58c144d,e3a8f49a2d994cc5,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/051089cf-e083-4fdb-9256-aac12b8a55d2___RS_LB 4078.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,8665e7a1822301131aaa946163c6d22fcb4e368da97c3df8b320b4182480171f,fa3da16087339663,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0525ac6e-1d1f-4866-89bd-af4b8ba9c46b___RS_LB 4814.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,446c3517c53bda74d490d9a1dd72c7f8cfd2b77cf380ab0f1cd580df115bb715,af6adc818396993a,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/053c5330-129d-4515-84da-82a701710723___RS_LB 4576.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,e557825c83ad21374845750fff67bac63016f1827af8c89d73c7ffc16f807776,fe40d01eec694ada,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/05817623-2c4e-4517-88a1-fe81b9a73742___RS_LB 3920.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,fea604c82a50d7ce7fdbeab49a0e949c3763ecd6f4da6cc6fa9231d64e0208f2,fee2c28f99988931,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/059c9129-51b7-4d6b-9b57-f22e87568a0a___RS_LB 5118.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,4259d4ad936e50bdd8855e00b5386dcadb0f2118098ea01c60dc810636128fa1,ab60f4c5d8178f1a,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/05a51957-779c-4a2f-bf2a-d1fb03947793___RS_LB 4772.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,642215e8344bb4afaf57d1bad4982ac195e2d37e6a48eac8b0199fd416bcc885,a831875a9c699d67,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/05c29b23-ecdf-41fc-be67-910bb74cd67c___RS_LB 4016.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,8b01eb66727572b31b583f69e91bbdc76fd7ad4dd878bee38a2a16291107563d,bd6dd032c49d079c,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0651be8e-a2d1-4b8a-97b8-1dc89d79fd26___RS_LB 3261.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,3c43d9831dcc494f27dd12096814f26d1ccaca66cac43d3284e969d2fee7bb1b,aac6f4a9d29685b2,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/06554e38-28ce-429d-b8e9-520e61e3c58f___RS_LB 2692.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,5774c1bf98eb47e63f9e193cd1c9b759bc58b9c9e687c548390e6017c39b5396,eaa5e4968c5a9939,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0736dad0-be93-484b-9e89-bcb825fefda1___RS_LB 5454.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,1b8fbaa60013ac65444bc6173f8388f6f85f699216de2429b9adaf99600951ec,eec0b167cc1d9c34,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/073a7489-b8dd-4efc-8393-7f024fe8542a___RS_LB 2617.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,870f2e870422b57a7d44286f5bf5b95804e3c5fcd76f2b860604d0a002fd7d8b,a794fc4ac964c267,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/07fea080-7f6b-48e9-b6b5-10d7daf57610___RS_LB 3210.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,504cd2bcd22c7d05b9c4ba00c2ccd3a318ac4071675e0508b4f90d6f2115ad6e,eec0958fd2ce982c,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/07ff77ae-07b4-4a2d-9c4a-bb89bb4fb1ef___RS_LB 2985.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,6931c33d3b0900652d7f4ea577cbd1a99c7bd5aac34be5c7bacbbc842bd05903,aa8580d8cfe9ec63,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/08ce9666-2dda-4fa8-8d58-55bb9fa19484___RS_LB 3318.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,b100769fc6c3749f2815300599f0b80dc4068c75862d9ecdd55d3b03d545066d,aa85945acb69c771,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/08ddae0c-5328-4183-b16e-c980f197e471___RS_LB 2845.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,9d00bb372b2b48d108edbb14d6fcba66c25fe767ca72de8aac05cff814071dde,de50e98f853c9271,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/09287918-9f73-4707-823f-f4331f5114a3___RS_LB 2604.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,e5975548e9ce38884b3ffb72a77b56306267ce051c4f22b0753608c3912e701a,ee7291cdcb3c8548,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/09a215a1-a539-4635-a27f-232229ff11f4___RS_LB 4529.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,8e221e1fa39836e1cbf89d37d5e6d9c9471ba1368b29a010d11d8da6e556e7c9,cb50f62b68b49798,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/09a30eff-d386-456d-a6ce-ead7c0d6235b___RS_LB 5068.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,ab3fe9718c2175aa99e08edfb8a9e1785168c8df647d216edf5ba3ceab7612dc,abe084cf9a1ec939,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/09fa42e4-1736-494e-8c46-50c6900586d6___RS_LB 5212.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,2905e44b851cc19e5d13fa6e3759022379336923aef5472157c31852be08eaad,a215955a8f67946e,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0acdc2b2-0dde-4073-8542-6fca275ab974___RS_LB 4857.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,12ddeb393c76aa5491c8e2c8c5c841da748f1267c420beb92c8bfae4804959da,fdab95d08b438c4c,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0b092cda-db8c-489d-8c46-23ac3835310d___RS_LB 4480.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,79175c2f1a6d77bbb5afc5db7d4a8e5a30dcaece1d8469523d02d1e29fea3a04,a387cb9b3d669068,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0b2bdc8e-90fd-4bb4-bedb-485502fe8a96___RS_LB 4906.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,31f4f3f94e06775dda5e26fce99e62c201cb00203326463c9f05a7e0c9eab73e,af1ff448812d5f22,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0c2628d4-8d64-48a9-a157-19a9c902e304___RS_LB 4590.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,bda5ccd24b293c8106f2057319d6599aa512e78929f9c5618326c0fae866ee5b,acedb584929e8c9c,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0c83302d-4233-4e98-8ecf-755a970495bb___RS_LB 4904.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,1c7b7e9df947c5c06cf60ebb611bc3207f2fb9b680e42f8b814c9a3d547e6d29,aae1b40fd2be9a30,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0d8346e1-4624-4979-84e6-1353ca59007a___RS_LB 4079.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,c337f9f15e0bae6f89cc71de6dc5bf73bfd9771fbbbaaebb117953849939d852,ffc0a88f959c90b1,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0e068694-63b7-4edf-a93d-f2e9f28efaa6___RS_LB 3923.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,30ed3119e236b3f212729f7fa7d2acf82ac648425760810dde32282fc96e1b36,aac2b5a09f919d93,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0e7f0484-16eb-4183-b702-0a5b4f94d015___RS_LB 4000.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,c54f1c74cb2c3aa83f26cd0127a45423570c4f665f16154f80802cc6e5093afe,ff60a06fc535c630,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0eb24a67-a174-43db-86c7-cca8795942a2___RS_LB 4722.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,cb0d546408ff39bceeff4cb21d2149025095359781a9116c2b61f1959e034743,efe4940bc2dc1933,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0eb28ea9-c9e4-4999-9de2-835682241e53___RS_LB 2708.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,dc76f442eddf9d89a50c13b902d4f9dfeb1efaaf5945a57553d95ec79f2a0d32,fe2fa1d0d0c299c9,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0f1fb568-1b12-45ef-ad99-c59fa9075693___RS_LB 3242.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,fd3305849e9adb6a235202dcfc1c7b5dc39306c9089e3c7cc26acac3dc39150a,fec0872b9835d326,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0f243024-b1fa-4f96-ac7e-ecaf6dc5bc37___RS_LB 4925.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,face4468b796370e170a16d35f549ce224d0416aae256247a3a9c53508b3e59e,af17d258cde1d064,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0f50da52-cb4a-4391-982a-d6cf9c9d9917___RS_LB 2581.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,7c04d601bb8dd2305129122d15322bd3f4a89559067ee0705c5664991f7907b8,eb86e15a8669da25,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0f6eac3b-d674-4c4d-ab3a-88689feec07f___RS_LB 5232.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,c84f295d30dc6a7060ddc92007beb6cad78137000d28ef409255a8c002024c82,aa1dd45a8f64d463,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0f824e18-3821-486c-81a1-f1f64cf6e767___RS_LB 4894.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,63bfdc73f23232adae47db32967e80ecd95321a610837e15130c7bd3141b29bd,ebe1e18e8e8896b4,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/0fe7786d-0e2f-4705-839d-898f1d9214b0___RS_LB 2836.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,599200bc395f7cea732f4ca00b39e60eb03c72bd9738bf0a8ade52fccf5521f7,a3eadc85993f9830,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/108aa677-2b51-4d8b-8533-40fba50a275d___RS_LB 3046.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,c6693f55fc5a7822b849d03b3e8456a423eef5091b846e5e4e6963bbe096f67a,f8c397c39e689648,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/10f41035-20e2-4037-96b6-474ce343d6c2___RS_LB 2725.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,951c25ea5933e59e088cf0a31d0eb131b37abb542a33d741d06d85475ad8f267,af91f07887428767,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/127521ec-3cc5-4f98-ac73-ad561ec29e73___RS_LB 3219.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,436fea444684daf9946ee12d70cb08ad6a9d909b6e3499666a07336e2f29688a,aabdddf3c1408a49,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/12ce2ab1-14c4-4960-81d4-e6ae776510e9___RS_LB 2880.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,389f7799b8a3099408cd6ed15eb27cb0981ea267ea69ef936947cd02e0065135,eacab5c696359125,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/12d72127-7880-4481-b3c6-caff04116a86___RS_LB 2632.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,8f05fef4612cb8fd726e85c8aa589e409342f8c3f3f68c334e4adda5f202de04,bf68d025c19787d2,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/12e2c9b5-fbfc-4bc9-898b-86ead976a615___RS_LB 2702.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,f175f3a7748be09fd0d432016ed5aaec24ee20d0e67e9be511fa7f62eacb3b46,fa9de0d8e5c9c482,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/1338edcb-9e0e-458c-845e-206b869f9199___RS_LB 3205.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,6842006a1370623275fc4f004c0d303966aec0c866fed9916ff27dbbb3cf6cb9,bb9dc47a8d620c66,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/13b1b19c-6720-4238-b384-4c86ea119ace___RS_LB 2765.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,3e93213376140a8d7ed40a9c5b423e718a25768af0c0edf06ebacadba55d572c,aab1b5dec0688765,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/140cad58-de9c-44b8-afb4-af5751e2e012___RS_LB 3247.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,0986354ead9f96befdc80e6dd6ca9d43b8ed95b2442520ecd96a7033068ab8d6,bf94d8c8e4629369,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/145216a1-aab7-4f40-851d-a56c436ad0e3___RS_LB 2715.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,aef073acde90777d980e3fc892431b72a02a3ea0af999613121ec1516397dcdd,eac29596344bd24f,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/14691d2b-446b-4f0e-921b-60d3b76cbf03___RS_LB 2518.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,1f711d8826b72f2a02300c706d357fa3ae36fbdec22a36bf6909b4116527b27d,fa50a0b587b2d671,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/146c4ea6-cf74-4607-9b8e-19c69c85ec86___RS_LB 4641.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,b744d3a3e88846c07ba27a8633e89d5ffc8d0b64f74b37c7bde2b40101e10e29,bbc2d125c89accd9,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/14b29609-0bde-4d56-ac07-5db1b6df6fce___RS_LB 4983.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,0f6164d00fde95faf841b6106b912937a073e2cdc92f59751be39b3d70215f26,fea5a0d0c3ca0f2b,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/152ffbeb-7dda-4313-a792-9faf68c017bf___RS_LB 2830.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,1e7bb354264c0e341fdb0c31c779aacc967d5864e2945577cf5c55733ae5aa8f,ba9dd1d2ce21cc62,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/1531198a-c611-47ee-af7d-7b124b863870___RS_LB 4793.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,9a639201a04862871751f51de6d95502e40f942f91aaced69c837980dd28091f,ff86a071c75096ca,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/1562e8f9-f2d1-43b3-8deb-6b1687bd20dc___RS_LB 2726.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,9551a0fa943198b5a42957ea31d933ef81d7a17a299a305a1c8581ff593865fc,ef27b47cc0c1c171,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/1650365d-437c-4d36-b110-113a88c1090a___RS_LB 5459.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,721b204be0d77cd6b24266854c68a1b25a068f3acbc136c7a78da17d02cf12a5,ee1590588e3b9d66,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/16e37160-9dca-4110-a914-955304e7daf5___RS_LB 3033.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,a78149f13f2adb2a6ba10ab8de117a868eed20ad53fdeb305f6bdf380e78d465,aa4afca981b49796,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/1736a728-bae9-4133-bfca-60a7c3b6382c___RS_LB 4855.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,8fdd3b14b4359e08b1875b23d5e5f0493e6cc52f513c09eb741b6c4395d883d5,ea6d8586c6379a98,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/17515ff9-075f-45a2-b8e6-1b8ba25c293d___RS_LB 4980.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,37c6da825355a8fd605dd1abd7f998f5c85a3af744d110fb62317723bc5566ec,ab4cf5099317923e,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/1757f48b-435b-4c4a-9de6-47b959ed1e67___RS_LB 5295.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,a876944aeb3caefce2f23f075dd7cfd016ea2c9e9b111ba73b2c389b3b85cd7f,fa42a16b866dd835,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/1789b0d1-d850-4e04-8a20-bc3901d4ab0a___RS_LB 5251.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,85f742457f83781434968f0de4603e5be61cba0c575a63d38082415ad39a59ba,bbeca4a4c6848f5a,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/17a07992-ebb9-4368-8cb7-4af40d8ded08___RS_LB 3064.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,7861f3e3400956b6eb6997142387ea4f3b847a8658dec0814cd3562ea566bdf6,f73ea2b194d0d0ca,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/17d846d2-f2b7-4ba2-847c-7561159334a3___RS_LB 2695.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,2beaa89a2b8378e668d2a07b2d41408bbb1883d98bfb773e8b0e8fa1c0e3987c,ba4bd826cd39ce18,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/17ed933e-629f-4db2-b4f3-865f69d43589___RS_LB 2599.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,0fb61f5d2d38a0fbd22379cdd8ea2008084af550ec503076f88d9808f35c657b,f9aaa4a4c749d899,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/17f8da33-18e6-454b-b9dc-a34c8dd52591___RS_LB 2945.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,9b17ad953dd3fbc22a8e62ae9e8aefda91c058342585a9d1ff757b3d1c2aefd9,f3b98712ccc3994c,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/19323229-6fdc-4231-bd3e-a46ddcff2111___RS_LB 3196.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,954445fc8d7114c39bc02e50fa72f658fc0700abff19d3464f157168c4533e55,befa90a4cdd064c3,True,
/Users/amangadhiya/Desktop/ML Projects/Potato Disease/archive/Potato___Late_blight/19393f68-e96c-4c93-b4d1-39e1c54e53b1___RS_LB 4051.JPG,Potato___Late_blight,Late Blight,1,.jpg,JPEG,256,256,RGB,b8dbce9f0cb489fed39c95625d81af73a65c5659ce05265f8959cc087d55a7e2,ace4928fca9c89b9,True,
